,-4,-710,192,,,,,,
1027,1416,5652,-13488,31.97,-361,-307,-22,,
1028,1380,5564,-13688,31.87,-279,-143,-88,,
1029,1396,5644,-13728,31.87,-359,-253,-6,,
1030,1376,5512,-13640,31.87,-371,-210,-75,,
1031,1392,5624,-13660,31.87,-295,-145,-76,,
1032,1448,5580,-13616,31.92,-356,-283,-36,,
1033,1368,5612,-13752,31.82,-309,-177,-42,,
1034,1484,5520,-13668,31.92,-335,-129,-96,,
1035,1400,5604,-13740,31.92,-337,-151,-43,,
1036,1296,5624,-13864,31.92,-339,-156,-83,,
1037,1284,5596,-13648,31.87,-301,-152,-68,,
1038,1340,5548,-13792,31.87,-357,-268,-77,,
1039,1344,5512,-13704,31.82,-361,-290,-117,,
1040,1400,5640,-13652,31.97,-373,-271,-40,,
1041,1404,5424,-13628,31.87,-367,-300,-40,,
1042,1376,5636,-13548,31.87,-346,-405,-36,,
1043,1324,5612,-13800,31.97,-255,-206,-112,,
1044,1172,5568,-13656,31.92,-295,-82,-114,,
1045,1264,5676,-13740,31.92,-236,-84,-92,,
1046,1332,5616,-13740,31.82,-299,-123,-71,,
1047,1248,5656,-13732,31.87,-287,-130,-72,,
1048,1376,5548,-13708,31.87,-315,-162,-96,,
1049,1240,5536,-13588,31.87,-338,-179,-57,,
1050,1384,5548,-13660,31.82,-347,-190,-68,,
1051,1288,5592,-13608,31.92,-344,-133,-107,,
1052,1388,5616,-13732,31.97,-344,-220,-63,,
1053,1300,5528,-13784,31.87,-373,-197,-70,,
1054,1300,5576,-13812,31.97,-311,-177,-68,,
1055,1256,5560,-13732,31.87,-333,-219,-67,,
1056,1240,5484,-13720,31.92,-392,-209,-56,,
1057,1248,5580,-13652,31.82,-314,-152,-90,,
1058,1272,5596,-13748,32.01,-364,-236,-48,,
1059,1320,5592,-13716,31.92,-326,-127,-87,,
1060,1292,5548,-13604,31.92,-341,-207,-73,,
1061,1376,5616,-13692,31.92,-367,-206,-76,,
1062,1376,5488,-13672,31.87,-316,-114,-83,,
1063,1280,5588,-13820,31.87,-393,-193,-89,,
1064,1348,5612,-13800,31.82,-324,-180,-67,,
1065,1408,5516,-13800,32.01,-377,-131,-77,,
1066,1204,5632,-13576,31.82,-319,-170,-97,,
1067,1352,5560,-13680,31.92,-344,-244,-57,,
1068,1260,5552,-13632,31.97,-332,-152,-84,,
1069,1324,5544,-13712,31.97,-342,-148,-108,,
1070,1420,5428,-13564,31.92,-353,-207,-68,,
1071,1360,5528,-13688,31.92,-314,-133,-59,,
1072,1308,5508,-13660,31.92,-364,-135,-86,,
1073,1388,5452,-13700,31.87,-345,-228,-94,,
1074,1300,5632,-13708,31.97,-342,-104,-99,,
1075,1332,5476,-13644,31.97,-334,-135,-104,,
1076,1364,5572,-13660,32.01,-335,-201,,,
Sample,aX,aY,az,Temp,gX,gY,gz                                                   ,,
1,10280,4996,-9620,31.68,-1104,3947,-1600,,
2,12184,3936,-9548,31.68,-1610,467,-256,,
3,11684,5104,-9288,31.68,-2393,2224,141,,
4,11352,6292,-9472,31.73,-3383,1738,441,,
5,12344,5308,-7576,31.64,249,7529,-156,,
6,12332,5728,-7184,31.64,-864,7326,1094,,
7,Ò                                                                             ,,,,,,,,
